fl_date,month,day_of_month,day_of_week,op_unique_carrier,op_carrier_fl_num,origin,dest,crs_dep_time,crs_elapsed_time,distance,arr_delay
2024-04-24,4,24,3,AA,764,LAX,ORD,2045,253,1745,-7
2024-11-04,11,4,1,F9,765,DFW,DEN,2030,124,641,76
2024-10-03,10,3,4,AS,766,EWR,MCO,2045,178,937,-7
2024-04-22,4,22,1,WN,767,DFW,DEN,1200,143,641,-6
2024-07-25,7,25,4,DL,768,IAH,LAS,1230,190,1220,-3
2024-12-29,12,29,7,B6,769,LAX,ORD,2130,264,1745,6
2024-08-04,8,4,7,UA,770,LAX,ORD,645,260,1745,110
2024-04-03,4,3,3,AA,771,SFO,SEA,1045,115,679,-3
2024-09-03,9,3,2,AA,772,BOS,MIA,1745,191,1258,10
2024-05-14,5,14,2,F9,773,BOS,MIA,2130,195,1258,51
2024-06-23,6,23,7,UA,774,MIA,BOS,1900,206,1258,7
2024-05-14,5,14,2,AS,775,SEA,SFO,515,108,679,10
2024-02-26,2,26,1,WN,776,DEN,PHX,1630,114,602,-6
2024-02-12,2,12,1,NK,777,SEA,SFO,1715,109,679,-5
2024-04-11,4,11,4,WN,778,JFK,LAX,900,375,2475,9
2024-04-27,4,27,6,AS,779,SEA,SFO,1615,108,679,-5
2024-11-20,11,20,3,UA,780,EWR,MCO,945,182,937,112
2024-01-26,1,26,5,WN,781,MIA,BOS,1745,213,1258,-1
2024-06-13,6,13,4,F9,782,DEN,PHX,730,122,602,-10
2024-11-09,11,9,6,B6,783,SFO,SEA,1815,109,679,112
2024-05-04,5,4,6,F9,784,DFW,DEN,1715,127,641,69
2024-04-25,4,25,4,AS,785,ORD,ATL,815,116,606,67
2024-12-10,12,10,2,F9,786,DFW,DEN,830,136,641,10
2024-11-02,11,2,6,DL,787,EWR,MCO,845,159,937,-1
2024-06-23,6,23,7,DL,788,IAH,LAS,1730,188,1220,-9
2024-10-26,10,26,6,F9,789,ATL,JFK,1415,141,760,5
2024-11-04,11,4,1,DL,790,ORD,ATL,2045,123,606,-3
2024-02-23,2,23,5,AA,791,EWR,MCO,1330,175,937,108
2024-12-07,12,7,6,AS,792,ATL,JFK,500,147,760,-8
2024-10-26,10,26,6,F9,793,SFO,SEA,845,122,679,-2
2024-09-22,9,22,7,NK,794,BOS,MIA,800,203,1258,-9
2024-05-02,5,2,4,DL,795,ORD,ATL,1845,132,606,9
2024-11-27,11,27,3,AA,796,LAX,ORD,2100,270,1745,8
2024-08-09,8,9,5,NK,797,EWR,MCO,1000,175,937,88
2024-05-29,5,29,3,AS,798,ORD,ATL,1330,136,606,4
2024-05-07,5,7,2,AS,799,LAX,ORD,1930,264,1745,0
2024-10-12,10,12,6,UA,800,SFO,SEA,1730,129,679,0
2024-02-15,2,15,4,UA,801,DEN,PHX,1530,103,602,-3
2024-07-26,7,26,5,DL,802,EWR,MCO,1715,163,937,-5
2024-06-21,6,21,5,F9,803,LAX,ORD,1030,240,1745,-5
2024-10-24,10,24,4,DL,804,SFO,SEA,2230,129,679,10
2024-11-12,11,12,2,UA,805,ATL,JFK,1730,129,760,27
2024-06-30,6,30,7,AS,806,SEA,SFO,1400,115,679,-7
2024-01-21,1,21,7,WN,807,DEN,PHX,545,107,602,-2
2024-04-25,4,25,4,WN,808,SFO,SEA,530,112,679,-6
2024-09-04,9,4,3,AA,809,BOS,MIA,1145,190,1258,7
2024-10-21,10,21,1,NK,810,EWR,MCO,1630,168,937,-2
2024-04-30,4,30,2,AS,811,LAX,ORD,1515,265,1745,-6
2024-09-16,9,16,1,UA,812,ORD,ATL,1230,132,606,-7
2024-05-17,5,17,5,WN,813,DEN,PHX,1945,118,602,95
2024-03-28,3,28,4,NK,814,ORD,ATL,630,125,606,10
2024-12-15,12,15,7,UA,815,ORD,ATL,1300,132,606,-2
2024-12-26,12,26,4,F9,816,ATL,JFK,1145,134,760,66
2024-04-29,4,29,1,B6,817,LAX,ORD,930,267,1745,3
2024-01-28,1,28,7,AA,818,BOS,MIA,700,201,1258,-7
2024-03-23,3,23,6,NK,819,IAH,LAS,1015,185,1220,92
2024-03-02,3,2,6,F9,820,IAH,LAS,1745,197,1220,67
2024-06-24,6,24,1,F9,821,DFW,DEN,1830,135,641,-5
2024-05-13,5,13,1,DL,822,DFW,DEN,730,134,641,10
2024-05-11,5,11,6,DL,823,SEA,SFO,630,108,679,7
2024-09-27,9,27,5,UA,824,JFK,LAX,530,377,2475,-1
2024-04-06,4,6,6,DL,825,DFW,DEN,1130,123,641,7
2024-07-10,7,10,3,UA,826,BOS,MIA,2115,211,1258,-5
2024-11-14,11,14,4,F9,827,JFK,LAX,1430,353,2475,-7
2024-04-02,4,2,2,AS,828,EWR,MCO,2015,174,937,28
2024-06-21,6,21,5,UA,829,BOS,MIA,1745,215,1258,7
2024-10-10,10,10,4,DL,830,EWR,MCO,1245,161,937,-6
2024-07-02,7,2,2,NK,831,JFK,LAX,800,371,2475,5
2024-10-15,10,15,2,AS,832,SEA,SFO,2215,114,679,2
2024-08-17,8,17,6,AS,833,DFW,DEN,1845,133,641,10
2024-09-08,9,8,7,NK,834,ORD,ATL,2045,119,606,87
2024-12-16,12,16,1,F9,835,MIA,BOS,1100,194,1258,-9
2024-06-09,6,9,7,UA,836,EWR,MCO,1445,161,937,-9
2024-01-27,1,27,6,AS,837,SEA,SFO,2115,121,679,3
2024-12-23,12,23,1,AS,838,EWR,MCO,1015,177,937,74
2024-04-14,4,14,7,AS,839,ORD,ATL,500,139,606,9
2024-12-18,12,18,3,NK,840,SFO,SEA,1515,117,679,-3
2024-07-24,7,24,3,WN,841,LAX,ORD,1345,261,1745,-3
2024-11-30,11,30,6,B6,842,SFO,SEA,1845,117,679,-10
2024-09-06,9,6,5,B6,843,SFO,SEA,1700,127,679,104
2024-12-05,12,5,4,F9,844,DFW,DEN,815,148,641,30
2024-04-03,4,3,3,F9,845,ORD,ATL,1345,119,606,110
2024-10-18,10,18,5,B6,846,MIA,BOS,1100,202,1258,2
2024-03-06,3,6,3,F9,847,SFO,SEA,800,112,679,77
2024-04-04,4,4,4,AA,848,ATL,JFK,1245,144,760,-8
2024-03-14,3,14,4,AS,849,DEN,PHX,1115,123,602,6
2024-10-18,10,18,5,AS,850,JFK,LAX,1030,364,2475,48
2024-01-29,1,29,1,WN,851,EWR,MCO,2100,162,937,53
2024-04-09,4,9,2,UA,852,EWR,MCO,1900,181,937,-10
2024-09-27,9,27,5,WN,853,BOS,MIA,1500,188,1258,7
2024-09-22,9,22,7,DL,854,ATL,JFK,1530,126,760,-5
2024-12-16,12,16,1,UA,855,ORD,ATL,645,134,606,8
2024-11-17,11,17,7,DL,856,SFO,SEA,2045,114,679,-10
2024-05-01,5,1,3,NK,857,DEN,PHX,1945,129,602,1
2024-10-01,10,1,2,UA,858,DEN,PHX,1045,108,602,-1
2024-01-11,1,11,4,UA,859,LAX,ORD,1945,262,1745,-9
2024-03-05,3,5,2,WN,860,ATL,JFK,1845,139,760,2
2024-07-17,7,17,3,F9,861,DEN,PHX,915,107,602,2
2024-04-07,4,7,7,WN,862,IAH,LAS,1645,202,1220,9
2024-11-25,11,25,1,NK,863,LAX,ORD,845,249,1745,5
2024-04-12,4,12,5,NK,864,JFK,LAX,1745,355,2475,-5
2024-12-21,12,21,6,F9,865,JFK,LAX,1315,370,2475,-5
2024-04-11,4,11,4,NK,866,BOS,MIA,945,195,1258,-3
2024-02-19,2,19,1,AA,867,EWR,MCO,630,182,937,17
2024-07-01,7,1,1,DL,868,LAX,ORD,1400,251,1745,-4
2024-08-16,8,16,5,AS,869,BOS,MIA,1400,210,1258,-1
2024-03-24,3,24,7,UA,870,DFW,DEN,1815,137,641,9
2024-05-23,5,23,4,F9,871,IAH,LAS,945,188,1220,-7
2024-07-14,7,14,7,AA,872,DFW,DEN,1645,138,641,-10
2024-01-11,1,11,4,UA,873,DEN,PHX,1630,102,602,8
2024-03-31,3,31,7,AS,874,ORD,ATL,900,139,606,2
2024-06-13,6,13,4,WN,875,EWR,MCO,1645,155,937,-8
2024-07-05,7,5,5,NK,876,DFW,DEN,2100,135,641,51
2024-01-27,1,27,6,AS,877,DFW,DEN,1945,130,641,-2
2024-12-02,12,2,1,AA,878,MIA,BOS,615,212,1258,86
2024-10-20,10,20,7,AA,879,IAH,LAS,1745,186,1220,5
2024-07-11,7,11,4,B6,880,IAH,LAS,1830,189,1220,3
2024-05-13,5,13,1,AS,881,IAH,LAS,745,214,1220,-2
2024-06-12,6,12,3,DL,882,EWR,MCO,900,162,937,-10
2024-07-10,7,10,3,DL,883,DFW,DEN,700,120,641,-3
2024-06-23,6,23,7,AA,884,IAH,LAS,1930,210,1220,-6
2024-03-03,3,3,7,DL,885,BOS,MIA,1000,207,1258,-8
2024-08-09,8,9,5,DL,886,JFK,LAX,745,360,2475,22
2024-04-11,4,11,4,WN,887,DEN,PHX,2030,123,602,-5
2024-04-04,4,4,4,AA,888,DEN,PHX,1315,128,602,41
2024-03-04,3,4,1,WN,889,IAH,LAS,1515,190,1220,39
2024-10-30,10,30,3,NK,890,EWR,MCO,1415,168,937,10
2024-05-03,5,3,5,B6,891,LAX,ORD,1415,242,1745,-2
2024-09-09,9,9,1,AA,892,ORD,ATL,1800,131,606,9
2024-12-11,12,11,3,F9,893,JFK,LAX,730,373,2475,1
2024-07-02,7,2,2,AS,894,DEN,PHX,1445,110,602,5
2024-10-27,10,27,7,WN,895,SFO,SEA,1945,115,679,3
2024-08-25,8,25,7,NK,896,DEN,PHX,1745,130,602,112
2024-06-11,6,11,2,AA,897,DFW,DEN,1730,120,641,-6
2024-03-29,3,29,5,NK,898,EWR,MCO,800,167,937,-4
2024-05-18,5,18,6,F9,899,DFW,DEN,1030,146,641,66
2024-04-07,4,7,7,B6,900,SFO,SEA,1815,120,679,3
2024-02-24,2,24,6,AA,901,LAX,ORD,1415,247,1745,5
2024-08-01,8,1,4,F9,902,SFO,SEA,1030,125,679,10
2024-11-12,11,12,2,B6,903,EWR,MCO,2130,165,937,32
2024-03-06,3,6,3,AS,904,IAH,LAS,545,196,1220,-8
2024-04-17,4,17,3,NK,905,SFO,SEA,2030,122,679,0
2024-06-18,6,18,2,AS,906,BOS,MIA,1215,211,1258,0
2024-10-15,10,15,2,WN,907,DEN,PHX,845,124,602,81
2024-06-13,6,13,4,UA,908,BOS,MIA,1300,199,1258,9
2024-05-21,5,21,2,NK,909,SFO,SEA,2015,112,679,-9
2024-07-01,7,1,1,AA,910,LAX,ORD,1330,255,1745,-6
2024-10-01,10,1,2,AS,911,BOS,MIA,830,208,1258,-4
2024-04-09,4,9,2,AA,912,IAH,LAS,1745,207,1220,-3
2024-05-13,5,13,1,AA,913,MIA,BOS,1800,196,1258,-10
2024-08-16,8,16,5,F9,914,DFW,DEN,1930,123,641,9
2024-05-21,5,21,2,B6,915,DEN,PHX,1015,110,602,-1
2024-01-27,1,27,6,AA,916,ORD,ATL,930,136,606,1
2024-01-14,1,14,7,NK,917,SEA,SFO,1030,124,679,2
2024-05-24,5,24,5,AA,918,EWR,MCO,2100,178,937,-9
2024-02-02,2,2,5,UA,919,DEN,PHX,2115,130,602,29
2024-07-03,7,3,3,WN,920,ORD,ATL,1500,125,606,68
2024-02-01,2,1,4,NK,921,SEA,SFO,900,131,679,2
2024-03-22,3,22,5,WN,922,DEN,PHX,1215,101,602,-2
2024-11-25,11,25,1,AA,923,JFK,LAX,615,374,2475,21
2024-03-11,3,11,1,WN,924,DFW,DEN,1700,136,641,10
2024-01-13,1,13,6,B6,925,DEN,PHX,700,106,602,7
2024-04-27,4,27,6,AA,926,SFO,SEA,730,121,679,105
2024-04-18,4,18,4,UA,927,ATL,JFK,1430,142,760,96
2024-07-17,7,17,3,AS,928,SEA,SFO,1330,111,679,9
2024-07-20,7,20,6,AS,929,MIA,BOS,1945,191,1258,-10
2024-01-22,1,22,1,UA,930,ORD,ATL,1130,136,606,42
2024-06-04,6,4,2,WN,931,BOS,MIA,1230,191,1258,96
2024-01-07,1,7,7,AA,932,MIA,BOS,1145,215,1258,0
2024-06-16,6,16,7,NK,933,IAH,LAS,2045,202,1220,-5
2024-05-07,5,7,2,B6,934,EWR,MCO,500,182,937,16
2024-01-01,1,1,1,AA,935,MIA,BOS,1000,186,1258,8
2024-11-26,11,26,2,AS,936,SFO,SEA,730,118,679,1
2024-01-18,1,18,4,AA,937,MIA,BOS,1915,188,1258,-2
2024-03-30,3,30,6,AA,938,DEN,PHX,1930,108,602,46
2024-10-15,10,15,2,AA,939,IAH,LAS,1100,197,1220,-6
2024-01-20,1,20,6,NK,940,JFK,LAX,1000,368,2475,3
2024-02-02,2,2,5,AA,941,EWR,MCO,2015,180,937,-1
2024-12-09,12,9,1,B6,942,JFK,LAX,1900,370,2475,-3
2024-08-10,8,10,6,AA,943,BOS,MIA,630,196,1258,-3
2024-07-07,7,7,7,DL,944,BOS,MIA,1630,208,1258,-5
2024-11-23,11,23,6,UA,945,LAX,ORD,1645,251,1745,2
2024-12-10,12,10,2,B6,946,DFW,DEN,1830,150,641,7
2024-11-04,11,4,1,NK,947,ORD,ATL,1945,134,606,61
2024-06-24,6,24,1,UA,948,JFK,LAX,930,367,2475,10
2024-03-12,3,12,2,UA,949,BOS,MIA,745,213,1258,2
2024-10-05,10,5,6,DL,950,SEA,SFO,1315,128,679,16
2024-12-29,12,29,7,WN,951,EWR,MCO,1645,171,937,0
2024-10-22,10,22,2,NK,952,SFO,SEA,1245,109,679,-7
2024-01-01,1,1,1,WN,953,IAH,LAS,2015,214,1220,-7
2024-06-05,6,5,3,DL,954,IAH,LAS,2200,215,1220,-4
2024-01-09,1,9,2,WN,955,JFK,LAX,700,358,2475,39
2024-08-04,8,4,7,F9,956,ORD,ATL,1430,122,606,-10
2024-06-04,6,4,2,AS,957,SFO,SEA,645,106,679,5
2024-06-28,6,28,5,F9,958,LAX,ORD,2200,253,1745,2
2024-09-08,9,8,7,AS,959,EWR,MCO,745,163,937,5
2024-05-05,5,5,7,DL,960,ORD,ATL,1945,133,606,-7
2024-11-05,11,5,2,AS,961,SFO,SEA,2245,111,679,55
2024-01-06,1,6,6,NK,962,ORD,ATL,2145,112,606,-10
2024-05-20,5,20,1,UA,963,DEN,PHX,630,118,602,7
2024-09-21,9,21,6,DL,964,IAH,LAS,1000,194,1220,-1
2024-02-26,2,26,1,AS,965,ATL,JFK,1145,140,760,-8
2024-07-17,7,17,3,WN,966,JFK,LAX,1700,359,2475,-5
2024-06-23,6,23,7,UA,967,SFO,SEA,1245,130,679,5
2024-03-25,3,25,1,DL,968,ORD,ATL,545,125,606,9
2024-08-08,8,8,4,AS,969,IAH,LAS,2200,198,1220,1
2024-05-22,5,22,3,F9,970,JFK,LAX,700,358,2475,-8
2024-07-24,7,24,3,AS,971,DEN,PHX,800,105,602,-6
2024-04-05,4,5,5,DL,972,BOS,MIA,1630,200,1258,7
2024-04-04,4,4,4,DL,973,EWR,MCO,1215,159,937,21
2024-12-25,12,25,3,B6,974,DFW,DEN,500,136,641,6
2024-09-28,9,28,6,B6,975,BOS,MIA,1515,212,1258,-6
2024-04-06,4,6,6,F9,976,SFO,SEA,815,117,679,-4
2024-12-07,12,7,6,DL,977,DFW,DEN,2000,138,641,-8
2024-11-16,11,16,6,UA,978,SFO,SEA,1230,118,679,1
2024-01-22,1,22,1,AA,979,ATL,JFK,1130,137,760,-10
2024-04-25,4,25,4,F9,980,BOS,MIA,2145,205,1258,94
2024-11-02,11,2,6,UA,981,SFO,SEA,1800,118,679,-8
2024-02-13,2,13,2,DL,982,SEA,SFO,630,113,679,10
2024-08-25,8,25,7,NK,983,MIA,BOS,1430,214,1258,0
2024-09-18,9,18,3,B6,984,DEN,PHX,2215,115,602,8
2024-12-20,12,20,5,AS,985,ORD,ATL,730,130,606,6
2024-05-27,5,27,1,B6,986,MIA,BOS,1215,196,1258,0
2024-06-20,6,20,4,B6,987,SFO,SEA,1815,129,679,-2
2024-05-31,5,31,5,UA,988,IAH,LAS,2230,191,1220,7
2024-09-23,9,23,1,F9,989,BOS,MIA,1215,204,1258,-1
2024-11-27,11,27,3,AS,990,DFW,DEN,2030,149,641,2
2024-06-23,6,23,7,F9,991,SEA,SFO,845,131,679,-2
2024-02-04,2,4,7,NK,992,JFK,LAX,1930,366,2475,5
2024-05-16,5,16,4,NK,993,SFO,SEA,845,118,679,5
2024-03-02,3,2,6,NK,994,LAX,ORD,600,267,1745,113
2024-02-25,2,25,7,DL,995,MIA,BOS,1815,186,1258,-7
2024-02-27,2,27,2,AA,996,JFK,LAX,1445,357,2475,-2
2024-11-12,11,12,2,WN,997,SFO,SEA,1615,109,679,7
2024-10-26,10,26,6,AA,998,SEA,SFO,1100,135,679,2
2024-10-19,10,19,6,UA,999,ORD,ATL,2000,113,606,-2
2024-04-23,4,23,2,WN,100,ATL,JFK,1230,128,760,-5
2024-12-09,12,9,1,AA,101,SFO,SEA,1745,111,679,9
2024-02-11,2,11,7,WN,102,ORD,ATL,1745,110,606,-6
2024-12-10,12,10,2,B6,103,SFO,SEA,1530,105,679,6
2024-11-11,11,11,1,F9,104,SEA,SFO,1615,127,679,-4
2024-12-23,12,23,1,DL,105,BOS,MIA,1115,195,1258,67
2024-05-20,5,20,1,AS,106,ATL,JFK,1745,155,760,-3
2024-10-15,10,15,2,AA,107,EWR,MCO,545,173,937,4
2024-07-14,7,14,7,AS,108,LAX,ORD,1800,253,1745,4
2024-04-27,4,27,6,B6,109,LAX,ORD,2015,245,1745,-2
2024-11-26,11,26,2,WN,110,BOS,MIA,645,196,1258,-4
2024-02-16,2,16,5,AA,111,SFO,SEA,2200,113,679,94
2024-05-10,5,10,5,DL,112,SEA,SFO,1315,112,679,3
2024-03-26,3,26,2,NK,113,MIA,BOS,615,194,1258,-8
2024-03-26,3,26,2,F9,114,ATL,JFK,700,149,760,-4
2024-04-01,4,1,1,DL,115,MIA,BOS,1615,189,1258,7
2024-01-05,1,5,5,UA,116,SFO,SEA,2100,121,679,-2
2024-03-10,3,10,7,AA,117,ATL,JFK,1230,143,760,-6
2024-05-05,5,5,7,B6,118,DEN,PHX,1000,102,602,-3
2024-01-01,1,1,1,NK,119,DFW,DEN,1745,148,641,5
2024-09-23,9,23,1,F9,120,EWR,MCO,1345,160,937,2
2024-01-19,1,19,5,F9,121,DFW,DEN,1400,139,641,1
2024-07-11,7,11,4,NK,122,ATL,JFK,1100,131,760,78
2024-03-16,3,16,6,NK,123,EWR,MCO,1445,162,937,-6
2024-04-26,4,26,5,UA,124,JFK,LAX,1945,361,2475,67
2024-03-07,3,7,4,WN,125,DEN,PHX,830,111,602,34
2024-08-26,8,26,1,AA,126,LAX,ORD,730,251,1745,3
2024-09-02,9,2,1,F9,127,JFK,LAX,2115,350,2475,-1
2024-12-30,12,30,1,DL,128,DFW,DEN,1130,120,641,81
2024-06-20,6,20,4,F9,129,ATL,JFK,1530,136,760,9
2024-10-26,10,26,6,AA,130,SEA,SFO,1800,126,679,5
2024-07-12,7,12,5,DL,131,DFW,DEN,1315,124,641,10
2024-11-11,11,11,1,WN,132,ORD,ATL,630,110,606,-9
2024-08-02,8,2,5,UA,133,SFO,SEA,1830,134,679,-6
2024-02-03,2,3,6,WN,134,JFK,LAX,2000,357,2475,109
2024-12-10,12,10,2,F9,135,DFW,DEN,1530,147,641,74
2024-10-22,10,22,2,F9,136,MIA,BOS,1515,206,1258,0
2024-05-05,5,5,7,B6,137,BOS,MIA,1330,215,1258,77
2024-07-26,7,26,5,B6,138,DEN,PHX,815,117,602,-2
2024-05-07,5,7,2,WN,139,SFO,SEA,2230,118,679,28
2024-10-17,10,17,4,NK,140,ATL,JFK,2000,149,760,36
2024-08-11,8,11,7,AS,141,JFK,LAX,2000,360,2475,3
2024-06-06,6,6,4,AS,142,ORD,ATL,1715,122,606,5
2024-05-26,5,26,7,NK,143,SFO,SEA,1030,123,679,0
2024-02-21,2,21,3,NK,144,ORD,ATL,945,125,606,-10
2024-11-27,11,27,3,DL,145,IAH,LAS,1000,189,1220,76
2024-12-13,12,13,5,B6,146,LAX,ORD,700,245,1745,1
2024-02-21,2,21,3,B6,147,LAX,ORD,515,265,1745,-9
2024-09-08,9,8,7,UA,148,ATL,JFK,2100,151,760,9
2024-02-03,2,3,6,B6,149,DFW,DEN,2100,135,641,-5
2024-05-25,5,25,6,WN,150,IAH,LAS,2045,196,1220,-5
2024-11-30,11,30,6,B6,151,MIA,BOS,1430,191,1258,-3
2024-03-17,3,17,7,WN,152,DEN,PHX,815,103,602,23
2024-03-17,3,17,7,F9,153,DFW,DEN,1515,142,641,0
2024-07-28,7,28,7,F9,154,ATL,JFK,1415,153,760,7
2024-01-18,1,18,4,F9,155,EWR,MCO,700,156,937,1
2024-04-05,4,5,5,B6,156,ATL,JFK,1545,129,760,2
2024-12-28,12,28,6,AS,157,IAH,LAS,1000,212,1220,8
2024-07-31,7,31,3,UA,158,MIA,BOS,900,213,1258,0
2024-09-19,9,19,4,UA,159,SFO,SEA,1045,106,679,-4
2024-07-03,7,3,3,AA,160,EWR,MCO,1500,158,937,1
2024-04-13,4,13,6,F9,161,SEA,SFO,1345,133,679,6
2024-01-21,1,21,7,WN,162,ATL,JFK,1445,126,760,7
2024-01-10,1,10,3,B6,163,LAX,ORD,2045,269,1745,-8
2024-10-19,10,19,6,F9,164,BOS,MIA,1245,193,1258,8
2024-01-20,1,20,6,B6,165,EWR,MCO,1345,163,937,8
2024-04-27,4,27,6,AA,166,SEA,SFO,1245,105,679,4
2024-02-08,2,8,4,NK,167,JFK,LAX,1800,366,2475,7
2024-12-05,12,5,4,B6,168,BOS,MIA,2230,209,1258,-4
2024-07-18,7,18,4,DL,169,SFO,SEA,1100,126,679,7
2024-06-17,6,17,1,NK,170,ORD,ATL,815,139,606,-10
2024-12-02,12,2,1,B6,171,DFW,DEN,1815,143,641,-5
2024-02-19,2,19,1,UA,172,LAX,ORD,2200,242,1745,7
2024-01-02,1,2,2,UA,173,ORD,ATL,1315,113,606,114
2024-03-03,3,3,7,F9,174,LAX,ORD,1900,255,1745,7
2024-07-01,7,1,1,B6,175,ORD,ATL,1130,133,606,2
2024-02-14,2,14,3,AA,176,BOS,MIA,1015,200,1258,59
2024-06-23,6,23,7,AS,177,JFK,LAX,845,356,2475,3
2024-11-13,11,13,3,UA,178,SFO,SEA,1245,122,679,-8
2024-06-13,6,13,4,F9,179,ATL,JFK,645,131,760,-9
2024-06-30,6,30,7,AA,180,BOS,MIA,1545,208,1258,1
2024-08-25,8,25,7,AA,181,LAX,ORD,2100,258,1745,9
2024-09-10,9,10,2,UA,182,DEN,PHX,800,125,602,0
2024-06-08,6,8,6,AS,183,SFO,SEA,800,135,679,-9
2024-03-11,3,11,1,B6,184,EWR,MCO,1330,182,937,-6
2024-09-28,9,28,6,NK,185,ORD,ATL,1800,110,606,-1
2024-04-04,4,4,4,B6,186,LAX,ORD,830,243,1745,6
2024-06-19,6,19,3,DL,187,MIA,BOS,1100,192,1258,89
2024-06-08,6,8,6,AA,188,MIA,BOS,730,214,1258,7
2024-07-25,7,25,4,B6,189,ORD,ATL,730,118,606,69
2024-02-05,2,5,1,AA,190,DFW,DEN,845,121,641,-10
2024-07-26,7,26,5,F9,191,LAX,ORD,2215,242,1745,8
2024-04-04,4,4,4,AS,192,DFW,DEN,545,126,641,-7
2024-12-15,12,15,7,UA,193,DFW,DEN,2130,138,641,-10
2024-10-07,10,7,1,WN,194,DEN,PHX,1715,126,602,9
2024-03-10,3,10,7,B6,195,LAX,ORD,1430,247,1745,8
2024-08-03,8,3,6,DL,196,IAH,LAS,845,203,1220,-10
2024-05-09,5,9,4,WN,197,IAH,LAS,815,189,1220,10
2024-05-07,5,7,2,AA,198,SFO,SEA,915,113,679,2
2024-01-02,1,2,2,DL,199,BOS,MIA,1800,195,1258,-10
2024-03-14,3,14,4,WN,200,DEN,PHX,1630,113,602,-7
2024-09-22,9,22,7,NK,201,EWR,MCO,915,167,937,-4
2024-12-06,12,6,5,AS,202,SFO,SEA,2030,118,679,5
2024-01-02,1,2,2,AA,203,MIA,BOS,645,201,1258,116
2024-07-30,7,30,2,B6,204,SFO,SEA,1315,118,679,-1
2024-09-28,9,28,6,AA,205,DEN,PHX,1245,106,602,-1
2024-07-18,7,18,4,B6,206,DEN,PHX,900,124,602,4
2024-09-05,9,5,4,WN,207,EWR,MCO,2115,158,937,7
2024-07-08,7,8,1,B6,208,IAH,LAS,2130,208,1220,-2
2024-02-02,2,2,5,NK,209,JFK,LAX,1430,375,2475,-3
2024-10-11,10,11,5,WN,210,EWR,MCO,1045,171,937,6
2024-01-11,1,11,4,AA,211,DFW,DEN,1830,120,641,7
2024-04-05,4,5,5,F9,212,SFO,SEA,1330,123,679,3
2024-07-24,7,24,3,WN,213,EWR,MCO,1600,167,937,8
2024-04-10,4,10,3,F9,214,BOS,MIA,1645,209,1258,0
2024-06-19,6,19,3,WN,215,SEA,SFO,500,108,679,7
2024-07-29,7,29,1,UA,216,SFO,SEA,2200,108,679,68
2024-03-10,3,10,7,F9,217,IAH,LAS,800,193,1220,63
2024-07-28,7,28,7,AA,218,BOS,MIA,1915,187,1258,8
2024-11-09,11,9,6,AS,219,SFO,SEA,2215,106,679,9
2024-05-21,5,21,2,F9,220,IAH,LAS,2015,210,1220,-10
2024-02-21,2,21,3,NK,221,LAX,ORD,1300,253,1745,8
2024-08-19,8,19,1,AS,222,LAX,ORD,800,261,1745,110
2024-03-29,3,29,5,B6,223,SFO,SEA,1015,131,679,-9
2024-03-08,3,8,5,WN,224,SFO,SEA,1215,106,679,73
2024-04-14,4,14,7,DL,225,IAH,LAS,1815,207,1220,-1
2024-08-30,8,30,5,DL,226,DFW,DEN,2215,141,641,-9
2024-02-13,2,13,2,NK,227,ORD,ATL,1800,123,606,35
2024-03-26,3,26,2,WN,228,IAH,LAS,2130,213,1220,7
2024-10-31,10,31,4,F9,229,DFW,DEN,1815,139,641,4
2024-06-10,6,10,1,F9,230,MIA,BOS,1145,194,1258,-10
2024-08-26,8,26,1,NK,231,SEA,SFO,900,112,679,-7
2024-09-02,9,2,1,DL,232,SEA,SFO,615,122,679,-6
2024-05-03,5,3,5,WN,233,DFW,DEN,2200,127,641,9
2024-09-25,9,25,3,DL,234,LAX,ORD,2215,266,1745,0
2024-08-06,8,6,2,UA,235,JFK,LAX,1200,366,2475,-6
2024-08-14,8,14,3,UA,236,BOS,MIA,730,199,1258,7
2024-05-21,5,21,2,UA,237,EWR,MCO,500,179,937,-9
2024-01-16,1,16,2,AA,238,IAH,LAS,700,207,1220,111
2024-02-20,2,20,2,WN,239,DEN,PHX,1600,125,602,10
2024-03-17,3,17,7,AA,240,IAH,LAS,2130,209,1220,-7
2024-03-22,3,22,5,B6,241,MIA,BOS,2245,194,1258,9
2024-02-09,2,9,5,F9,242,SEA,SFO,2100,115,679,-1
2024-01-21,1,21,7,NK,243,DEN,PHX,600,121,602,-9
2024-07-12,7,12,5,B6,244,SFO,SEA,2130,121,679,1
2024-07-12,7,12,5,UA,245,ATL,JFK,1315,135,760,-6
2024-01-26,1,26,5,AS,246,EWR,MCO,1700,172,937,8
2024-08-28,8,28,3,AA,247,EWR,MCO,2245,174,937,68
2024-11-15,11,15,5,AS,248,JFK,LAX,1015,352,2475,6
2024-01-25,1,25,4,AA,249,MIA,BOS,2100,213,1258,-2
2024-11-16,11,16,6,AA,250,MIA,BOS,1045,200,1258,10
2024-04-09,4,9,2,WN,251,SEA,SFO,745,113,679,6
2024-12-10,12,10,2,WN,252,DFW,DEN,1415,136,641,9
2024-06-01,6,1,6,B6,253,ATL,JFK,930,148,760,3
2024-02-23,2,23,5,NK,254,SFO,SEA,1900,131,679,-8
2024-11-19,11,19,2,NK,255,MIA,BOS,1400,190,1258,1
